Locality;Site;NR;YEAR;MONTH;Habitat;ART;VEKT;LENMM;LENCM;Kond;SEX;MATURITY;AGE;Measured Hg weight;Omregnfaktor;MHGWet1;MHGWet2;MHGDry;Log10MHGWet1;Log10MHGDry;FG;Bosmina;Daphnia;Holoped;Bythotrep;Polyph;Leptodora;CyclCop;CalCop;Acantocycl;Littorale småkreps;Linsekreps;Krystallkr;Muslingkr;Marflo;Asell;Damsnegl;Skivesnegl;Gjellesnegl;Ertemusl;Luftins;ChirPup;ChirLarv;VårflPup;VårflLMHus;VårflLUHus;Døgnfll;Steinfll;Muddfll;Stankelbl;Vannbiller;Vannmidd;FiskUid;9pigg;sik;lagesild;UidCoreg;abbor;gjedde;niøye;Annet;UidInsL;UidPlankt;Uid;Mageanmerkn;SIASample ;%C;%N;δ13C;δ15N;SIAanmerkn;Kolonne1
Vaggatem;TB;1004;2020;9;1;2;460;309;30,9;1,559130234;1;2;15;Wet;0,21;257;0,257;1,223809524;2,409933123;0,087713829;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;;;;Coregonus? Ikke stingsild;;;;;;;
Vaggatem;TB;1005;2020;9;1;2;281;274;27,4;1,366012368;1;2;11;Wet;0,21;223;0,223;1,061904762;2,348304863;0,026085568;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1006;2020;9;1;2;194;242;24,2;1,36884928;1;1;9;Wet;0,21;121;0,121;0,576190476;2,08278537;-0,239433924;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;rest  ;;;;;;;
Vaggatem;TB;1007;2020;9;1;2;154;220;22;1,446280992;1;1;6;Wet;0,21;117;0,117;0,557142857;2,068185862;-0,254033433;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1008;2020;9;1;2;135;222;22,2;1,233885456;2;2;6;Wet;0,21;124;0,124;0,59047619;2,093421685;-0,22879761;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1009;2020;9;1;2;118;205;20,5;1,369684131;2;2;11;Wet;0,21;150;0,15;0,714285714;2,176091259;-0,146128036;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1010;2020;9;1;2;103;202;20,2;1,249634815;1;1;6;Wet;0,21;90,3;0,0903;0,43;1,95568775;-0,366531544;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1011;2020;9;1;2;122;214;21,4;1,244854262;1;1;6;Wet;0,21;87,1;0,0871;0,414761905;1,940018155;-0,38220114;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1024;2020;9;1;2;356;295;29,5;1,38670458;1;2;14;Wet;0,21;228;0,228;1,085714286;2,357934847;0,035715552;100;;;;;;;;;;;;;;;7;3;;;;;;;;;;;;;;;;;90;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1025;2020;9;1;2;240;254;25,4;1,464569858;2;2;12;Wet;0,21;215;0,215;1,023809524;2,33243846;0,010219165;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1026;2020;9;1;2;218;253;25,3;1,346154571;1;2;10;Wet;0,21;116;0,116;0,552380952;2,064457989;-0,257761306;60;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;55;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1027;2020;9;1;2;274;271;27,1;1,376710708;1;2;12;Wet;0,21;155;0,155;0,738095238;2,190331698;-0,131887597;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1028;2020;9;1;2;226;254;25,4;1,379136617;1;2;10;Wet;0,21;134;0,134;0,638095238;2,127104798;-0,195114496;20;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;15;;;;;;;;;;;;rest;;;;;;;
Vaggatem;TB;1029;2020;9;1;2;230;255;25,5;1,387098476;1;2;12;Wet;0,21;240;0,24;1,142857143;2,380211242;0,057991947;5;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1030;2020;9;1;2;266;257;25,7;1,567047882;2;2;13;Wet;0,21;193;0,193;0,919047619;2,285557309;-0,036661986;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1031;2020;9;1;2;239;250;25;1,5296;1;2;8;Wet;0,21;101;0,101;0,480952381;2,004321374;-0,317897921;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1032;2020;9;1;2;166;227;22,7;1,419157238;2;2;10;Wet;0,21;187;0,187;0,89047619;2,271841607;-0,050377688;80;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;79;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1033;2020;9;1;2;216;252;25,2;1,349746248;2;2;14;Wet;0,21;331;0,331;1,576190476;2,519827994;0,197608699;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1044;2020;9;2;2;105;200;20;1,3125;1;1;7;Wet;0,21;169;0,169;0,804761905;2,227886705;-0,09433259;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1045;2020;9;2;2;318;281;28,1;1,433204491;1;2;16;Wet;0,21;650;0,65;3,095238095;2,812913357;0,490694062;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1046;2020;9;2;2;110;196;19,6;1,460913395;2;2;8;Wet;0,21;304;0,304;1,447619048;2,482873584;0,160654289;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1047;2020;9;2;2;183;241;24,1;1,307374356;1;2;10;Wet;0,21;240;0,24;1,142857143;2,380211242;0,057991947;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1048;2020;9;2;2;56,1;170;17;1,141868512;1;1;5;Wet;0,21;124;0,124;0,59047619;2,093421685;-0,22879761;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaggatem;TB;1072;2020;9;2;2;441;304;30,4;1,569704266;2;2;16;Wet;0,21;337;0,337;1,604761905;2,527629901;0,205410606;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;
Vaggatem;RB;101;2021;9;1;2;727;361;36,1;1,545300002;1;2;17;Wet;0,21;258,5108;0,2585108;1,23100381;2,412478692;0,090259397;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RB101;44,77348056;14,15871097;-26,37152469;11,47304094;;
Vaggatem;RB;102;2021;9;1;2;309;293;29,3;1,228444721;1;2;13;Wet;0,21;250,581;0,250581;1,193242857;2,398948138;0,076728843;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RB102;45,39723119;14,38871363;-27,06907883;9,907529504;;
Vaggatem;RB;103;2021;9;1;2;118;212;21,2;1,238438442;1;1;7;Wet;0,21;60,5122;0,0605122;0,288153333;1,781842943;-0,540376352;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RB103;45,71505979;14,42530459;-25,20686963;9,50848463;;
Vaggatem;RB;104;2021;9;1;2;148;221;22,1;1,371149767;1;1;6;Wet;0,21;71,9485;0,0719485;0,342611905;1,857021744;-0,465197551;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RB104;45,27207924;14,26436981;-22,03653769;9,07411519;;
Vaggatem;RB;105;2021;9;1;2;124;210;21;1,338948278;1;1;7;Wet;0,21;83,9309;0,0839309;0,399670952;1,92392188;-0,398297415;90;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;85;;;;;;;;;;;;rest;RB105;;;;;Missing sample;
Vaggatem;RB;106;2021;9;1;2;124;215;21,5;1,247688883;1;1;13;Wet;0,21;121,4237;0,1214237;0,578208095;2,084303462;-0,237915832;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;RB106;44,6834064;14,0830174;-24,2300504;9,985272347;;
Vaggatem;RB;107;2021;9;1;2;182;239;23,9;1,333145912;1;1;11;Wet;0,21;10,4551;0,0104551;0,04978619;1,019328191;-1,302891104;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;;;;;;;;;RB107;45,132275;14,13704289;-24,33474258;8,988790218;;
Vaggatem;RB;108;2021;9;1;2;273;276;27,6;1,298480407;1;2;14;Wet;0,21;294,7293;0,2947293;1,403472857;2,469423313;0,147204018;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RB108;46,00909749;13,54486101;-26,35400792;11,01959386;;
Vaggatem;RB;109;2021;9;1;2;325;291;29,1;1,318877302;1;2;15;Wet;0,21;188,8925;0,1888925;0,899488095;2,276214715;-0,04600458;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;RB109;46,04264413;14,51310291;-24,99831127;10,79006216;;
Vaggatem;RB;110;2021;9;1;2;89,6;197;19,7;1,171950669;1;1;8;Wet;0,21;67,6586;0,0676586;0,32218381;1,830323007;-0,491896288;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;RB110;45,03188421;14,28793307;-26,7048206;10,21097035;;
Vaggatem;RB;111;2021;9;1;2;204;258;25,8;1,18787584;1;1;11;Wet;0,21;230,3681;0,2303681;1,096990952;2,36242234;0,040203046;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RB111;45,32129963;14,46184298;-24,79320511;10,75055924;;
Vaggatem;RB;112;2021;9;1;2;154;226;22,6;1,334121562;1;1;13;Wet;0,21;79,2078;0,0792078;0,37718;1,898767951;-0,423451344;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RB112;44,70222671;14,0646664;-26,21959676;9,852648238;;
Vaggatem;RB;113;2021;9;1;2;87;189;18,9;1,288646623;1;1;7;Wet;0,21;45,0163;0,0450163;0,214363333;1,653369796;-0,668849498;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;nematode;RB113;46,29819356;14,06681969;-26,11760651;10,23132439;;
Vaggatem;RB;114;2021;9;1;2;155;225;22,5;1,360768176;2;2;8;Wet;0,21;55,7759;0,0557759;0,265599524;1,746446587;-0,575772708;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RB114;45,11346798;14,2009805;-24,40681885;9,862998685;;
Vaggatem;RB;115;2021;9;1;2;151;230;23;1,241061889;2;2;16;Wet;0,21;147,2847;0,1472847;0,701355714;2,168157634;-0,15406166;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RB115;45,5588327;14,56770864;-25,86589842;9,771586581;;
Vaggatem;RB;116;2021;9;1;2;112;211;21,1;1,19225913;1;1;9;Wet;0,21;69,7669;0,0697669;0,332223333;1,843649426;-0,478569869;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RB116;45,47548531;14,2950282;-24,62478416;9,621608948;;
Vaggatem;RB;117;2021;9;1;2;111;205;20,5;1,288431683;1;1;10;Wet;0,21;94,8583;0,0948583;0,45170619;1,977075337;-0,345143958;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RB117;45,68473456;14,36198424;-26,3668374;9,827921951;;
Vaggatem;RB;119;2021;9;1;2;105;198;19,8;1,352675825;2;2;8;Wet;0,21;63,2103;0,0632103;0,301001429;1,800787852;-0,521431443;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RB119;46,06819936;14,56141275;-27,01761702;10,33882991;;
Vaggatem;RB;121;2021;9;1;2;70,8;178;17,8;1,25537435;2;2;6;Wet;0,21;45,4649;0,0454649;0,216499524;1,65767624;-0,664543055;10;;;;;1;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RB120 var med, ikke RB121 (kommer kanskje i siste batch…;
Vaggatem;RB;127;2021;9;1;2;71,8;174;17,4;1,36293988;2;2;7;Wet;0,21;52,3581;0,0523581;0,249324286;1,718983878;-0,603235416;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RB127;45,45216444;14,11457068;-27,1323608;9,597895752;;
Vaggatem;RB;129;2021;9;1;2;49,8;154;15,4;1,363537795;2;2;5;Wet;0,21;57,8412;0,0578412;0,275434286;1,762237294;-0,559982;40;;;;;;;;;;;5;;;;15;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;RB129;45,94941494;14,56718119;-27,2645401;8,871748875;;
Vaggatem;RB;130;2021;9;1;2;56,4;164;16,4;1,278637861;2;2;5;Wet;0,21;27,019;0,027019;0,128661905;1,431669271;-0,890550023;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RB130;46,02254941;14,50527812;-24,97460771;9,044188557;;
Vaggatem;RB;132;2021;9;1;2;47,2;154;15,4;1,292349074;2;1;5;Wet;0,21;44,0659;0,0440659;0,209837619;1,644102645;-0,67811665;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RB132;45,15674841;14,24226844;-27,27353018;9,232785937;;
Vaggatem;RB;144;2021;9;1;2;267;270;27;1,356500533;2;2;14;Wet;0,21;159,1324;0,1591324;0,757773333;2,201758613;-0,120460682;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;rest;RB144;44,86835527;14,22280911;-22,79688086;10,14371478;;
Vaggatem;RB;146;2021;9;1;2;144;214;21,4;1,469336178;2;2;7;Wet;0,21;126,7742;0,1267742;0,603686667;2,103030879;-0,219188416;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RB146;45,1823979;14,22827381;-23,7523089;9,963829902;;
Vaggatem;RB;150;2021;9;1;2;96,2;192;19,2;1,359162507;2;2;7;Wet;0,21;92,8427;0,0928427;0,442108095;1,967747762;-0,354471533;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RB150;45,98496531;14,23136473;-23,28121344;9,539671286;;
Vaggatem;RB;152;2021;9;1;2;115;202;20,2;1,395223338;2;2;8;Wet;0,21;144,4991;0,1444991;0,688090952;2,159865142;-0,162354153;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RB152;45,59036534;14,2783939;-24,50009071;9,821186633;;
Vaggatem;RB;161;2021;9;1;2;156;222;22,2;1,425823194;2;2;7;Wet;0,21;78,0868;0,0780868;0,371841905;1,892577626;-0,429641669;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;RB161;45,33860189;14,11054458;-23,32794381;9,070596936;;
Vaggatem;RB;165;2021;9;1;2;103;199;19,9;1,307007247;2;2;8;Wet;0,21;110,2039;0,1102039;0,524780476;2,042196964;-0,280022331;10;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;fjærmygglarver i hus? Mye sand i de magene som har fjærmygglarver;RB165;46,19273743;14,4395687;-24,11455234;9,737417335;;
Vaggatem;RB;166;2021;9;1;2;94,6;187;18,7;1,446659478;2;2;7;Wet;0,21;76,5398;0,0765398;0,364475238;1,883887323;-0,438331972;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RB166;45,48458403;14,21957868;-22,90768962;9,068567123;;
Vaggatem;TB;230;2021;9;1;2;205;248;24,8;1,343998607;2;2;11;Wet;0,21;203,4453;0,2034453;0,968787143;2,308447661;-0,013771634;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TB230;45,33602754;14,32000294;-24,04139725;9,022715937;;
Vaggatem;TB;231;2021;9;1;2;249;255;25,5;1,501684872;2;2;10;Wet;0,21;262,9056;0,2629056;1,251931429;2,419799837;0,097580542;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TB231;45,55285709;14,5471976;-23,41679112;9,19644648;;
Vaggatem;TB;1001;2021;9;1;2;311;299;29,9;1,163447589;2;2;17;Wet;0,21;359,9321;0,3599321;1,713962381;2,55622058;0,234001286;100;;;;;;;;;;;;;;;2;3;;;;;;;;;;;;;;;;95;;;;;;;;;;;;Rest;TB1001;45,56117604;14,67639329;-21,14405317;8,273173308;;
Vaggatem;TB;1002;2021;9;1;2;360;292;29,2;1,445952233;2;2;16;Wet;0,21;372,8413;0,3728413;1,775434762;2,571524014;0,249304719;90;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;75;;;;;;;5;;;;Plante. Nipiggetstingsild;TB1002;46,51816553;14,5403462;-27,63092857;8,184010197;;
Vaggatem;TB;1003;2021;9;1;2;307;274;27,4;1,492404971;2;2;18;Wet;0,21;405,026;0,405026;1,928695238;2,607482903;0,285263608;90;;;;;;;;;;;;;;;5;15;;;;;;;;;;;;;;;;;70;;;;;;;;;;;Nipiggetstingsild;TB1003;44,7703334;14,25188439;-25,43200602;9,597159814;;
Vaggatem;TB;1004;2021;9;1;2;221;248;24,8;1,448896059;2;2;13;Wet;0,21;233,0699;0,2330699;1,109856667;2,36748619;0,045266895;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TB1004;45,93565069;14,58174046;-22,40028079;8,123939472;;
Vaggatem;TB;1005;2021;9;1;2;309;285;28,5;1,33482367;1;2;14;Wet;0,21;484,6003;0,4846003;2,307620476;2,685383679;0,363164384;80;;;;;;;;;;;;;;;5;10;;;;;;;;;;;;;;;;;65;;;;;;;;;;;Nipiggetstingsild;TB1005;46,42112114;14,53219278;-24,7915609;8,765006367;;
Vaggatem;TB;1006;2021;9;1;2;248;265;26,5;1,332643726;1;2;10;Wet;0,21;105,0112;0,1050112;0,500053333;2,021235621;-0,300983673;40;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;35;;;;;;;;;;;;rest;TB1006;45,76341474;14,35003223;-25,01577103;9,588844589;;
Vaggatem;TB;1007;2021;9;1;2;19;115;11,5;1,249280842;2;1;2;Wet;0,21;49,6859;0,0496859;0,236599524;1,696233161;-0,625986134;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TB1007 var ikke med i datafila fra Mike. Kommer muligens seinere?;
Vaggatem;TB;1009;2021;9;2;2;84,4;192;19,2;1,192446108;2;2;6;Wet;0,21;211,5732;0,2115732;1,007491429;2,325460655;0,00324136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TB1009;46,20075826;14,28268718;-25,61880885;9,829354624;;
Vaggatem;TB;1010;2021;9;1;2;405;303;30,3;1,455885222;1;2;15;Wet;0,21;486,412;0,486412;2,316247619;2,687004281;0,364784986;70;;;;;;;;;;;;;;;3;7;;;;;;;;;;;;;;;;;60;;;;;;;;;;;Nipiggetstingsild;TB1010;45,76831858;14,37546997;-24,33865506;9,211135456;;
Vaggatem;TB;1011;2021;9;1;2;222;250;25;1,4208;2;2;14;Wet;0,21;293,6465;0,2936465;1,398316667;2,467824829;0,145605534;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;;;Nipiggetstingsild;TB1011;46,07871816;14,60979236;-22,73563103;9,211539475;;
Vaggatem;TB;1012;2021;9;1;2;262;264;26,4;1,423932855;2;2;14;Wet;0,21;254,9022;0,2549022;1,21382;2,406373584;0,084154289;60;;;;;;;;;;;;;;;10;10;;;;;;;;;;;;;;;;40;;;;;;;;;;;;rest;TB1012;44,5211739;13,88364707;-25,82099742;8,498115644;;
Vaggatem;TB;1013;2021;9;1;2;337;290;29;1,38177047;1;2;15;Wet;0,21;376,3418;0,3763418;1,79210381;2,575582458;0,253363163;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TB1013;46,76435663;14,60811319;-25,22549651;8,953735494;;
Vaggatem;TB;1014;2021;9;1;2;274;260;26;1,558944015;1;2;8;Wet;0,21;149,1134;0,1491134;0,71006381;2,173516673;-0,148702622;40;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;39;;;;;;;;;;;Nipiggetstingsild;TB1014;43,99711746;13,97168975;-24,80809241;8,843599992;;
Vaggatem;TB;1015;2021;9;1;2;105;199;19,9;1,332386028;1;1;7;Wet;0,21;178,1379;0,1781379;0,848275714;2,250756328;-0,071462966;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TB1015;45,94111726;14,53585729;-29,11480477;8,311732561;;
Vaggatem;TB;1016;2021;9;1;2;404;315;31,5;1,292556999;1;2;22;Wet;0,21;441,8741;0,4418741;2,104162381;2,645298547;0,323079252;90;;;;;;;;;;;;;;;5;;;;;;;;;5;;;;;;;;;80;;;;;;;;;;;Nipiggetstingsild;TB1016;45,85971298;14,25914576;-27,68202859;8,495137362;;
Vaggatem;TB;1017;2021;9;1;2;162;232;23,2;1,297331789;1;1;7;Wet;0,21;63,8235;0,0638235;0,303921429;1,804980617;-0,517238678;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TB1017;45,76951128;14,48678554;-24,41853245;9,842176254;;
Vaggatem;TB;1018;2021;9;1;2;64,8;172;17,2;1,273472776;1;1;4;Wet;0,21;62,1102;0,0621102;0,295762857;1,793162928;-0,529056367;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;TB1018;46,21722189;14,66088501;-25,39448606;7,99079237;;
Vaggatem;TB;1021;2021;9;1;2;165;231;23,1;1,33859132;1;1;6;Wet;0,21;80,1247;0,0801247;0,38154619;1,903766416;-0,418452878;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TB1021;45,48910749;14,16710565;-24,57849228;7,849453805;;
Vaggatem;TB;1022;2021;9;1;2;215;247;24,7;1,426749077;1;1;6;Wet;0,21;174,7546;0,1747546;0,832164762;2,242428616;-0,079790678;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;;;;;;;;;;;Nipiggetstingsild;TB1022;45,42382621;14,36954283;-21,71660878;9,707967166;;
Vaggatem;TB;1023;2021;9;1;2;197;258;25,8;1,147115395;2;2;11;Wet;0,21;449,1565;0,4491565;2,138840476;2,652397689;0,330178394;90;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;80;;;;;;;;;;;Nipiggetstingsild;TB1023;45,71378877;14,33009192;-24,9308738;9,850933875;;
Vaggatem;TB;1024;2021;9;1;2;139;223;22,3;1,253430364;1;1;6;Wet;0,21;124,6078;0,1246078;0,593370476;2,095545228;-0,226674066;40;;;;;;;;;;;;;;;3;7;;;;;;;;;;;;;;;;30;;;;;;;;;;;;rest;TB1024;45,67070801;14,42325263;-23,3809802;8,685668848;;
Vaggatem;TB;1025;2021;9;1;2;143;219;21,9;1,361456259;1;1;6;Wet;0,21;138,1811;0,1381811;0,658005238;2,140448646;-0,181770649;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;10;;;;Fiskerest. Plante.;TB1025;46,43668326;14,57132769;-23,3666256;8,972246604;;
Vaggatem;TB;1026;2021;9;1;2;135;215;21,5;1,358370961;1;1;6;Wet;0,21;93,4465;0,0934465;0,444983333;1,97056304;-0,351656255;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TB1026;45,80611378;14,30598764;-24,31081461;9,143277347;;
Vaggatem;TB;1031;2021;9;1;2;303;290;29;1,242363361;2;2;11;Wet;0,21;435,4962;0,4354962;2,073791429;2,63898437;0,316765075;90;;;;;;;;;;;;;;;1;4;;;;;;;;;;;;;;;;;85;;;;;;;;;;;Nipiggetstingsild;TB1031;45,6710864;14,55240452;-24,49587754;9,538359753;;
Vaggatem;TB;1042;2021;9;1;2;231;256;25,6;1,376867294;2;2;13;Wet;0,21;400,205;0,400205;1,905738095;2,60228251;0,280063216;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TB1042 var ikke med i datafila fra Mike. Kommer muligens seinere?;
Vaggatem;TB;1047;2021;9;2;2;191;256;25,6;1,138448715;2;2;13;Wet;0,21;664,0851;0,6640851;3,16231;2,822223736;0,500004441;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TB1047;44,08117739;14,20136113;-23,73318339;9,699433377;;
Vaggatem;TB;1048;2021;9;2;2;117;208;20,8;1,300157175;2;1;8;Wet;0,21;226,1081;0,2261081;1,076705238;2,354316121;0,032096826;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TB1048;45,88767639;14,0838174;-25,77587929;9,573577006;;
Vaggatem;TB;1049;2021;9;2;2;124;212;21,2;1,301409889;2;2;;Wet;0,21;249,6305;0,2496305;1,188716667;2,397297647;0,075078352;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TB1049;46,14862215;14,16250262;-25,81654942;9,558699384;;
Vaggatem;TB;1053;2021;9;1;2;60,8;174;17,4;1,154132935;2;1;6;Wet;0,21;90,3094;0,0903094;0,430044762;1,955732957;-0,366486338;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TB1053;44,79926519;13,92153563;-25,83138543;9,224400613;;
